Genes	direction
2610034N03Rik	1
Gnb1	1
Myh9	1
Arih1	1
Foxa3	1
4931406C07Rik	1
Zbtb7	1
Ero1l	1
Kpnb3	1
D6Mit97	1
9530058O11Rik	1
Ctsb	1
Ms4a6c	1
Rod1	1
Mef2c	1
Kdr	1
Pten	1
Itgb2	1
Hspca	1
Ehd3	1
2610101J03Rik	1
na	1
Tlr4	1
Map2k3	1
Cdv1	1
Sdc2	1
Tera	1
Arhgap6	1
Gtf2b	1
Lman2	1
Rpn2	1
Mapk1	1
Cct7	1
Arl4	1
Bag4	1
Hcls1	1
Magoh	1
Ikbkg	1
Clast3	1
2510042P03Rik	1
Nudt11	1
Pvr	1
A430104C18Rik	1
Mpp5	1
Scotin	1
Cnot7	1
5830411E10Rik	1
2700078E11Rik	1
Eps8	1
Synpo	1
Stard3nl	1
C80879	1
Metap1	1
Atp5a1	1
E2f6	1
Thbs1	1
Decr1	1
Fus	1
Runx1	1
Fnbp3	1
Rab11a	1
Kif3a	1
Stk2	1
Ngp	1
Tgfb1	1
Kif1b	1
D17Wsu92e	1
D14Wsu89e	1
Fbl	1
Nr1d2	1
