Genes,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,
Syk,0,0,1.532543005,0,0,4.949423738,0,6.543361525,0,0,0,0,0,3.010076493,0,2.001873152,0,3.429101116,0,3.600659971,6.362299318,0,0,0,0,5.969937597,0,0,0,0,0,0,0,0,1.746888566,0,5.369551854,0,3.403993589,5.07063752,3.289087236,4.900104325,0,0,0,0,4.483183049,3.132243012,0,0,0,0,0,0,0,0,0,2.956098299,6.88877736,0,0,4.49842981,6.854229191,5.456482094,0,0,0,0,0,0,0,5.059114717,6.104977329,5.875227524,0,0,0,0,0.890442927,0,0,0,0,0,0,0,0,0,0,0,4.575239195,3.429173019,0,0,3.837985968,3.324412614,0,2.824502706,3.528229984,4.172053405,0,0,0,0,3.447215109,0,0,3.955957575,0,1.562576897,3.614219739,5.787393861,0,0,0,2.250335245,4.651333818,5.519767047,4.255016487,5.812785018,0,0,3.542989397,0,5.085751286,2.682165602,5.984508008,2.600891446,4.721765952,3.014368055,0,0,1.621874961,0,0,0,0,0,4.403780017,3.188181282,5.254035298,4.656064606,3.462744137,2.493474889,3.350101924,2.971220668,0,5.623158475,4.918704724,0,1.874415629,2.991252563,0,5.6337664,0,2.03770433,0,0,6.000018704,0,0,0.985974544,0,1.993165396,5.074568235,0.994491946,5.406914644,3.81759246,3.732527722,0,4.238702873,4.681423736,4.822218644,0,0,0,6.575335167,0,5.862090994,4.717705491,0,7.814371373,5.513772887,0,6.405155103,7.358296761,4.780725276,2.705016126,5.821524842,3.101947667,5.375756299,0,0,6.369859025,0,3.486860152,3.494553277,0,7.110044382,0,1.888314627,5.310445766,0,4.497257639,4.115996945,1.889977572,2.910057254,4.313402904,4.02947762,3.470066047,4.814017489,4.34969019,5.559776395,4.00914867,4.219838405,5.156316864,4.140450305
Tacstd2,0,0,0,0,4.93211965,4.741465195,0,4.857559622,0,5.617406298,5.116837874,0,4.29296528,0,0,0,0,4.674508659,0,4.302743658,4.177834996,3.938818733,4.332108823,5.503641273,0,4.195600365,0,1.819481916,0,0,0,0,0,0,5.298493399,0,0,0,0,0,5.281077735,0,4.856758321,0,0,4.883834991,0,0,0,4.91961372,0,0,5.829216133,2.981759309,0,4.941579904,0,0,0,0,6.635242169,4.550537602,5.491499083,0,6.231439908,0,0,0,0,0,0,0,0,0,6.756078988,0,0,6.09009115,0,0,0,0,4.608295498,0,0,0,0,0,0,1.589280732,0,0,0,0,1.037170245,0,0,0,0,2.914410834,0,0,0,0,0,3.151383463,0,0,0,5.135876384,0,0,4.867865573,5.28676184,4.299695909,4.44359269,0,6.545623434,0,0.945207161,0,0,0,0,4.104617225,0,0,0,0,0,3.6710345,0,4.346858218,0,0,0,3.485384116,0,0,0,0,4.767387813,0,0,0,4.859818252,0,0,0,0,4.987752598,5.194263578,0,0,0,0,0,0,0,0,5.836840749,0,0,5.229993762,0,4.618277577,0,5.570147194,0,0,0,4.560156354,4.56101871,0,3.533241626,0,0,3.398695815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.974066564,0,0,5.222439819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d8,0,0,0,0,4.810950677,0,3.288661192,0,0,0,1.556784481,6.391171154,0,0,6.336036975,0,5.651054514,0,0,1.902303677,0,0,6.451814367,0,0,0,2.335399673,0,0,0,0,1.683330169,0,6.617062734,3.306491918,0,0,0,6.854156306,0,0,0,0,0,1.935233066,5.205479833,0,0.988112656,6.506897248,4.721813763,0,0,5.81047589,0,0,0,0,0,8.341985972,5.383815807,0.998703461,3.64372695,6.800023647,0,7.160075492,0.985041767,0,5.143726276,2.875850146,0,6.00959773,0,5.384787785,0,4.999566109,2.532669562,0,0,0,5.986376789,2.752992082,0,0,0,0.900433604,0,1.897652553,0,5.350652866,0,7.405573911,0,4.679072855,0,5.138344999,6.431071054,0,6.378574846,1.616482947,2.617853216,0,6.956224757,6.16416944,0,4.988665031,0,0,0,0,7.507161638,0,0,6.450684166,4.813276818,0,3.876666551,0,4.959095163,0,0,0,0,0,0,0,0,3.694321611,0,0,0,0,6.079591715,0,1.091422552,0,0,5.620772689,0,5.144441847,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549666059,2.964911487,6.827872062,0,0,0,0,0,0,0,0,0,0,0,5.737782295,0,0,0,2.535185162,4.622053613,0,0,4.458454537,0,0,0,0,3.295579096,0,0,0,0,2.749825203,0,0,0,0,0,0,0,5.451363206,0,0,1.884565304,4.873904924,0,0,2.802835166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm2,7.974316071,8.780482262,8.098051588,7.891871396,9.004159302,8.025610989,7.963834857,6.172317674,8.92506272,6.504860062,8.724724301,7.627994567,8.783094532,7.807495985,8.87809858,7.319732025,8.636747691,6.411530373,6.605142046,7.4988875,5.878623913,5.57850826,8.781306509,9.021603954,7.409761434,7.691969017,7.758029787,10.6128379,6.907074344,7.137698317,7.7866053,3.366660338,9.32955383,6.533123518,7.082797492,8.502415515,7.337722513,9.252251027,6.10994573,7.29072294,0,8.818777523,7.764160221,3.065769722,8.683791932,9.18968139,7.801806722,8.223002471,8.911109247,8.515137894,7.723858985,8.982769057,7.935365209,7.776072845,8.693526003,6.612474234,9.640646942,8.060205116,7.999836234,9.041285472,1.997406921,6.563246844,8.194709324,8.606718145,8.676747203,7.874772033,9.141865078,7.030969775,8.690808079,7.514376532,9.455970987,6.706438271,8.295923114,5.940206489,9.067390939,6.325214428,8.878565118,8.365659082,7.851020706,7.210133659,9.707392086,2.566162395,7.051647398,8.383559158,6.197363087,8.063781779,7.513625518,8.781468468,9.04120477,7.664681881,8.959174702,8.771669134,9.71151068,7.22414959,7.22470419,4.758443753,8.395419904,9.743904653,8.215479349,8.674006579,8.77330686,7.975724195,7.786402186,7.919114254,7.228499879,7.317285801,0,4.918992802,7.917461167,7.983657558,8.413987724,7.505890414,7.414900153,9.324761688,9.096372931,7.731313561,7.993277199,8.108457918,8.657284552,7.634263944,8.454322271,5.867251978,8.015840223,1.115438888,5.942726248,8.450924209,7.600014659,6.783008966,5.096395773,5.023946759,7.604563259,6.63981062,7.599216294,7.471322221,7.515572313,9.066592476,0,7.833393032,8.389830767,7.499184275,0.974355715,0,7.561822616,6.026799368,9.259553343,6.090751915,7.699965169,5.904895176,0.958945862,8.589027473,6.944139085,8.214383098,4.8865491,6.740408982,7.639647702,6.961704783,0,6.413541792,1.579080678,8.123426843,0,6.901821809,7.099171112,5.812957269,5.477933528,6.175251359,4.634850504,5.906239976,7.795699733,0,7.370973741,0,6.822192356,0,0,0,4.383556778,5.51693057,0,8.059851573,0,8.569208659,7.300778528,8.256703762,7.215367861,2.254780133,7.163706631,0,2.523010897,2.565582065,8.014782852,7.511225039,5.834216055,1.146774171,5.04646306,6.941157633,0.974780985,4.570639432,7.211942348,2.961592423,3.493797223,4.312127317,7.94316335,0,5.877690825,0,2.910057254,0,7.151610171,7.928934433,7.602977206,6.971636246,3.795137807,5.058982365,6.660183563,4.618386311,2.709149947
Thbd,0,0,0,0,0,0,0,5.787738906,0,0,0,0,0,0,0,0,0,0,0,0,0,4.543979351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.673270175,4.40642082,4.476184777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.829525848,0,0,0,0,0,0,0,0,4.289646012,0,6.932911899,0,0,0,0,0,0,1.427153497,0,0,5.035296308,6.880516858,0,0,4.118734281,3.376875712,5.633822879,0,0,0,0,0,4.172053405,0,0,0,0,6.129669856,0,0,0,0,0,4.221227481,0,0,6.339049471,7.066936736,0,0.930266764,6.778228785,0,0,0,0,0,0,0,0,0,0,3.12050355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.439169142,0,0,0,0,0,0,4.9755153,0,7.201473344,0,0,0,0,7.799720974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.754414174,4.1111424,0,7.511447203,0,0,0,0,7.147134535,0,0,0,0,0,0,0,0,8.338218988,0,0,0,0,0,0,0
Tm4sf1,0,0,0,0,6.342316208,5.189494257,4.348331282,0,0,5.048876891,3.113568961,5.099523122,0,0,0,0,1.595222147,0,0,0,0,0,6.621883294,0,0,0,0,0,0,0,0,0,0,0,0,6.340280742,0,0,0,0,5.746764712,0,0,0,0,0,0,6.192291092,0,0,0,0,0,0,0,0,0,4.737004569,0,6.988287185,0,0,6.316604131,0,0,5.34509742,0,0,0,0,6.610470206,0,0,0,0,0,0,0,0,0,0,0,6.360136817,0,6.952337171,0,6.032212395,5.779427038,6.905213014,0,3.206138272,0,4.750568646,0,0,0,0,0,0,0,0,0,0,0,0,3.151383463,8.4279179,0,2.106912553,4.396447752,6.503075634,0,6.85032045,0,6.32322053,0,0,0,0,0,6.352329764,0,0,0,0,0,0,0,0,0,4.18559946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.799871628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.132516947,0,0,0,0,0,0,0
Tmem176a,7.390819743,6.948782126,7.044451968,3.877956575,6.365080607,7.108404858,7.026950008,6.459074378,7.981134081,7.47705903,5.543517732,6.473346882,5.768437721,7.68393412,7.550509245,7.621841597,7.089993302,6.768223406,7.716028688,8.231085883,3.694159591,5.389330106,7.566873291,7.031731661,5.137747084,5.810179022,9.738441486,7.58710313,6.907074344,6.683105734,9.088236806,8.897077011,5.286703882,5.823770039,5.607218256,5.448493557,6.207449033,7.268079302,8.257828988,6.396384031,6.093788878,6.501572248,0,7.193377905,6.75133141,7.460092685,6.195792696,6.579063031,6.74932457,7.701106476,7.146137644,5.892841868,8.173828667,7.162703204,6.890644886,7.638709005,8.233023236,6.175079011,0,8.817802838,6.499357028,4.444278061,8.41051344,3.991467717,8.834199242,7.758698168,8.967143254,4.404685502,8.343375613,7.889016172,8.41858651,7.172331971,1.862810153,7.626134797,6.581803262,7.642765003,7.541178639,8.166654471,6.720078794,8.846805386,7.288559848,6.987138018,7.810794852,8.717288122,7.77343898,8.216789033,7.975019076,7.937655744,5.791213007,8.120095177,8.102747635,8.21339584,8.006367417,0,7.328737454,6.544049545,1.067551015,7.653797135,7.556742884,5.959016227,6.532137434,8.320799561,6.372461666,7.068286258,7.429906953,0,6.004169857,6.826133658,6.659874831,3.753580819,8.250266795,4.205561449,7.272498865,8.622602323,7.236434419,8.007346681,6.794464479,5.301135204,8.41156992,5.958378707,8.345749284,6.469751852,6.742627646,6.692633329,0,5.278768194,5.327633318,6.547896694,6.068408242,7.067108538,5.656178133,0,6.558660329,5.885296842,7.355388892,6.437108593,0,7.679506481,6.295481949,5.95944958,0,7.084665511,4.463701669,6.307723338,8.716735514,6.34790494,6.652533975,6.225663781,4.453206677,7.592897398,5.664853402,0,0,6.211887079,5.647801862,6.477405623,7.145937593,0,6.126925304,5.074566157,6.905805838,6.633558303,5.746177651,5.735221315,5.600478885,6.232268739,6.608632197,6.009184967,5.01371473,5.865020481,5.617620737,6.199496918,5.368492845,0,0,6.317930108,0,0,0,5.685347319,0,4.271047243,0,0,5.983345523,0,6.647232587,7.952876216,1.086601649,0,6.023469001,5.977267106,1.004625364,6.854590229,5.601530905,0,7.0558593,6.031975239,6.524920416,6.601694424,6.651016227,8.326584739,6.292727027,0,2.249814507,0,0,5.872064484,5.50844302,6.760623397,0,0,0,4.00914867,6.431882015,6.583473233,3.237400323
Tnfsf10,3.575977008,6.213090662,4.877560774,0,0,0,2.969956993,0,6.021255575,0,0,5.835129624,0,4.923372011,0,3.910549695,0,1.468743472,0,6.430241015,0,5.125259303,4.419506572,3.369858404,0,6.723500038,6.03692058,5.767621215,0,6.954933497,4.657199811,0,5.286703882,0,0,4.672108885,5.725294148,0.940496133,6.40350603,3.275707973,5.592978357,1.449632518,7.561206288,0,6.48345625,6.570481514,4.648162971,6.461425579,1.904581293,5.532059057,6.287263304,6.885686395,1.883483474,3.674978871,6.994447646,0,3.597394556,6.503330375,5.199439173,2.333310655,4.637835247,4.136185409,2.259247149,3.644414288,2.668949021,7.032756277,2.474795178,3.178851014,2.048796982,3.667512574,4.914739764,3.682994133,3.094060691,3.452282181,2.927883245,5.619360551,3.21973504,6.785147032,1.411318649,6.679847056,2.908926143,3.571231998,3.615779869,6.156560024,2.991175687,3.19334262,4.609380018,4.233353787,6.929543288,4.404284295,5.899525037,1.71458651,2.130571361,2.571287896,3.445404975,2.323664699,2.759579342,2.824502706,5.427766277,3.165146727,0,1.97496751,1.588679538,3.63788671,7.142222959,0,3.002084928,4.867730911,3.16036883,2.548453154,8.19677703,5.129755435,6.040652831,6.233899521,2.748155771,3.35276571,3.218194256,1.558161334,3.070835244,6.517031127,5.985923607,0,0,0,0,2.91292071,0,4.024648629,2.87330419,1.592553444,5.808615606,1.503407263,0,6.919455269,2.256143974,5.108744225,0,6.11181508,0.987520472,5.54859175,5.778647819,0,3.462744137,0,3.910770828,4.207176675,6.533090873,0,0,0,5.466630101,2.991252563,7.139567742,0,0,0,0,0,4.935811204,6.380157456,2.774062485,0,0,0,5.939104894,5.800762139,0,0,1.514226295,0,0,5.568246085,0,0,0,0,0,6.486360047,0,2.960235474,1.455395203,3.072751123,1.690377184,2.646049294,5.52819947,4.509560266,0,2.705016126,3.895426165,8.06008946,2.113334865,3.759962387,7.391583363,1.146774171,2.916275902,2.826847957,1.544991307,2.952701701,3.875018587,1.868556778,3.266247663,2.90090376,4.371560373,2.569931056,1.535737319,3.139184798,4.044906833,1.472177771,0,2.813232732,4.033835373,0.948686099,0,0,2.798572306,5.264027691,2.535181813
Tox,7.595624032,0,6.004087993,5.861603209,0,0,0,0,0,0,2.946664946,0,4.362882903,0,0,0,0,6.979135059,0,0,0,0,0,0,0,6.576193788,0,0,0,1.503673957,4.657199811,0,0,0,1.746888566,4.750732832,0,0,0,0,1.901518861,6.713146361,4.982243178,0,1.53363592,6.570481514,0,0,2.856871939,3.86004766,0,6.561825769,0,0,0,0,3.180917776,5.133218744,0,3.185464614,4.801121997,5.825843103,0,0.957203718,0,7.770741586,0,1.002815844,2.648031685,4.726662822,0,0,3.638897733,2.231004995,3.675291336,0,0,2.841323313,0.890442927,5.640096873,0,0.914085488,0.884602505,3.620338215,2.527836711,4.766629685,2.663692117,4.382399742,1.804210809,0,1.011424015,4.421750447,0,0,7.317529009,0,7.675504508,0,4.954592575,0,7.888222462,3.857990996,5.713808327,5.758956457,1.037715149,0,0,0,5.487931345,0,0.976700072,0,0,5.709256109,7.544832793,0,5.776448086,0,3.688339527,7.204417964,5.507265001,3.371281178,0,0,5.017644317,0,5.659381814,0,0,0,4.270041469,0,0,0,0,6.165560311,6.342359011,6.679328393,0,5.330951092,0,0,0,4.986949779,1.675050962,0,0,1.01234468,0.958945862,0,5.36825181,0,0,0,1.904586745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.137820052,0,0,3.722654687,0,0,0,0,5.205030986,0,0,0,8.423436792,0,0,6.156598618,0,4.170786806,6.75942753,0,0,0,0,0,4.366176284,0,0,0,4.02576226,5.430214069,0,2.832471941,2.90090376,0,0,0,3.940532366,1.537443874,0,3.210042125,0,0,6.662022727,0,0,0.932857435,0,0
Trim47,0,4.946552988,0,7.16384722,4.534951571,6.571358672,7.376592183,0,6.695206372,6.32769684,6.7360574,5.895110891,0,5.950657681,4.178004494,5.46454479,6.105355691,0,4.614579614,5.946125448,1.1653776,0,0,7.811747026,6.581114107,0,8.891695441,5.458445747,0,0,0,0,7.357307591,4.408484675,7.137320085,6.961027858,5.558035745,0,2.951924446,0,4.038757145,0,0,0,0.967616533,7.288698676,0,5.928675934,0,8.114396379,7.173823394,5.708848224,0,0,0,0,0,5.820449747,0,3.826019345,0,5.373407522,8.092882278,7.766504171,5.392768098,1.970083533,6.764942799,6.016895062,8.648938576,5.822386379,7.45484939,6.82761581,0,5.696190375,3.675291336,5.566229309,1.796244753,7.83530649,7.252353327,0,6.360088337,2.566162395,8.559375831,2.39536744,0,6.294987922,6.886000283,6.545227522,0,0,6.73427499,6.630558117,1.06528568,0,0,0,0,7.348393439,0,7.474254945,4.834931289,2.552608477,4.534170564,0,8.115118179,4.994824614,4.758192035,6.523860985,5.219029198,7.507161638,5.745577889,6.517914502,7.901108122,7.820728956,0,7.714568308,8.169007081,1.558161334,8.41156992,6.058202213,0,6.261590086,0,0,0,0,0,4.551436856,5.343595133,6.405571738,0,0,4.752007744,5.885296842,5.426731138,5.845458687,6.07438078,5.999078757,6.188580003,5.821857505,0,0,5.620086111,5.167936242,6.603056532,0,0.979117868,5.930295897,0,0,5.819548217,0,7.458983576,5.48962143,3.52390422,0,0,0,0,0,0,5.282409896,7.561754606,5.070077446,0.997465415,0,0.926970101,6.028901652,0,0,0,5.435939819,5.830361102,5.111139404,8.487459413,0,8.110543804,5.205030986,0,2.960235474,3.762142024,0,4.756025116,0,0,0,0,0,0,0,0,0,6.094147063,6.537117032,0,6.402260203,4.346969145,0,7.425778673,0,1.496453937,4.834839601,0,0,3.875769473,6.222715721,0,7.48710292,5.86177704,0,2.867395824,0,2.394465361,2.529491182,5.97904799,5.57340443,0
Trpc6,4.795305576,0,4.919205083,0,5.424745389,1.07949056,6.739183785,0,7.490731787,0,6.634796739,6.087951005,6.479845191,0,6.313376449,6.960709443,5.920722082,6.725232309,6.003706495,5.187264496,0,0,7.588409483,0,6.862965274,0,3.701520906,1.819481916,2.802088658,7.682705387,8.149879111,6.880549516,0,6.554601524,6.122067716,6.280883337,4.662581424,0.940496133,6.537387168,0,7.052593234,6.671778948,0,4.174743969,3.06727184,0,6.109124553,0,7.07992692,4.721813763,5.927394937,2.681280343,5.901694444,7.367932272,5.646963271,0.99745339,7.533830427,6.817613282,10.26366728,4.723482223,6.561337532,7.572818589,5.72383984,7.231280539,6.483936114,0,5.631933402,2.328466281,4.757159273,8.496217956,0,6.925894484,6.649814372,7.478796194,6.85834012,0,7.510048812,6.838480032,4.280675189,0,0,4.44060993,0,7.542552854,7.28699048,0,4.292074446,0,4.7467519,2.592005233,2.614493151,6.969870893,4.750568646,0,3.445404975,5.887042765,6.913175799,7.842025437,4.079548751,6.42694943,8.260757685,8.101880722,7.016416324,0.983095791,6.801796149,0,0,7.710343649,6.171126847,3.275010036,1.953400144,7.297971482,8.313853504,3.850621455,8.236208384,0,6.603063334,0,4.186827483,1.498117906,0,0,0,6.195804413,6.704588132,0,2.663816659,6.985295371,2.223091584,3.476000053,6.338437152,4.903903275,0,0,6.497060743,0,0,6.819202574,2.962561416,5.758429184,3.493028701,0,6.135152005,4.301602348,2.113678982,5.725898491,0,4.579403882,4.60999311,3.981784717,6.450466849,6.151934658,6.636053879,0,0,0,0,4.823792561,2.988866949,0,0,2.957923632,3.802649223,6.24537104,4.44812881,0,0,5.968904514,5.643268568,0,0,0,5.488405342,2.555569702,0,3.337894101,0,6.392313285,0,7.001585617,0,0,8.270659331,5.554496059,1.959015001,3.359388132,4.506460169,6.75942753,0,6.861048894,1.674778256,4.153210892,6.218454753,0,0,0,5.954473486,0,8.03904706,0,6.245326676,5.371109229,6.619382666,0,3.960515925,6.432874065,0,0,6.90893625,0,5.702164747,6.482267774,0,4.00914867,0.932857435,6.101057803,2.862600717
Tsc22d1,7.481047974,5.174634921,6.112842843,5.861603209,5.795812753,7.580579764,6.872989835,7.610034015,4.517388935,5.807167398,7.835457039,6.49320587,5.486546555,7.933448504,6.545665583,6.309684717,7.993927325,5.891377872,3.590840897,7.089568173,6.437035377,6.873261295,4.726340962,7.061335196,8.27258212,6.946783348,6.03692058,6.294373269,6.907074344,1.503673957,0,6.409035405,8.138890404,0,0,7.548281325,6.420244621,6.518331664,5.236643215,5.166854061,5.61603194,7.963892484,6.139858163,7.887831855,6.469968458,0,0,8.042793703,6.299126313,5.484249679,4.253469356,5.751911277,8.203329984,5.622470578,3.663354412,5.766636845,8.26697416,7.358325355,0,4.10750041,7.697366237,5.961123929,8.560166768,6.73241865,6.644134308,6.939022428,7.58706858,6.676959965,6.682727023,8.873539989,5.563474093,5.629673289,6.759567877,7.118543295,5.880946789,7.453691005,6.402968604,0,6.551480144,8.306707658,8.099806032,6.833459444,3.885454996,7.804345214,7.400815534,6.903704128,1.897652553,8.656451061,3.937975767,7.809120706,8.543582831,3.429173019,5.850392463,7.800915701,7.935443154,7.560239041,7.54341069,8.78465136,8.505706165,6.713046796,5.589239506,7.325008856,6.122850102,4.726090387,7.387432998,6.302766926,4.758192035,6.489887035,8.445357009,6.491958182,0.976700072,7.743593796,6.655163099,6.56548186,7.8422932,1.938333275,7.415662023,7.731205483,8.359608644,6.058202213,0,4.979791083,7.161052257,7.071715238,5.332434338,5.405345964,0,6.414323426,6.068408242,4.830379036,8.281636168,5.602947844,5.745471774,4.79387429,4.620173557,5.747083432,0,6.133349845,7.090307214,6.1349512,4.915034239,6.74560775,4.589352751,0,0,0,7.169030623,6.588131284,7.129405975,5.440567705,5.513259035,0,8.984151858,2.554728337,0,6.597815025,5.67346828,7.066728371,4.789514747,4.499035555,6.813052083,0,6.835095194,0,6.790101103,0,7.743117355,7.109817127,0,6.821905726,6.302517368,7.101381371,6.108585156,5.111139404,0,0,7.280930208,4.628098697,10.55656579,8.356471709,0,0,3.542867074,1.622417696,0,0,4.780725276,6.707062804,5.223679785,7.463718736,7.698247258,6.477583829,5.934212117,8.040294323,0,0,6.672853533,7.543103732,8.117223282,7.043673147,7.237282967,6.873715109,0,5.139862111,7.514039061,5.029162371,5.446375704,8.528982132,7.997375986,0,4.601928973,7.945283488,0,7.588473547,0,7.064315109,1.806099965
Vldlr,0,0,0,1.018543491,0,0,0,0,0,0,0,0,0,3.712868869,0,0,0,4.191867057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333822169,6.555313012,0,5.93897272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896337709,0,1.444199582,0,0,0,0,0.900433604,0,0,0.911603119,0,0,0,0,6.772609113,5.768914383,7.702300832,0,3.384056654,0,0,0,0,0,3.816283889,0,2.075430299,0,0,0,0,0,0,0,0,0,0,0,0,0.983090347,0,5.334613289,0,0,0,0,0,6.994968341,0,0,0,0,0,0,0,0,5.135657902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.401947358,0,0,0,0,0,0,2.076816528,2.555569702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928840758,0,0,0,0,0,0,0,0,0
Vmp1,5.116426777,5.506912126,5.457196823,0,0,5.3974528,0,6.784364468,6.490713574,5.399782088,6.244525212,2.413081314,7.34277881,4.600362614,4.436965061,5.863467439,6.517651607,5.495859836,3.899772187,6.001099952,0,3.708747344,0,6.842624188,7.001083052,0,7.403041813,7.86367001,5.872906793,7.350808485,7.038852648,0,5.649485756,0,7.224231688,6.280883337,1.030732301,6.365451184,5.764105769,5.300451357,6.797689501,6.165855508,6.623046792,6.732122666,5.040753205,5.66202607,7.478115454,7.502202887,1.509344964,6.160608925,0,5.082927376,5.230988155,7.2036226,6.553044743,2.800205684,5.573851244,7.4134629,8.992624192,8.402935711,6.546090569,8.684163803,8.706804141,7.108448237,6.977986761,8.232537791,7.268877618,8.1261054,7.205027909,7.129048631,7.800360257,8.387246409,7.590715837,0,9.222348234,7.624303209,5.42860561,7.567728628,4.135088899,8.826227756,4.979487968,7.34825919,8.49210695,7.898398054,5.205730564,5.011532519,5.795928514,7.117209099,7.734289324,6.617894309,7.519561532,7.850923466,8.435851612,7.566697447,7.073686683,7.318352369,8.415123591,6.727342769,2.039774375,9.631824246,7.974077259,5.573216303,7.156294951,8.211943482,8.068014314,0,8.4279179,3.037677261,8.975064284,7.440304061,7.888626374,7.659849768,0,8.685430768,8.223728721,5.836677964,7.262922796,3.932361386,7.803479638,8.063922853,6.509909918,1.014856758,4.266184332,5.721401745,4.436896734,6.952398312,0,5.459702251,6.068408242,5.068553497,6.563275137,5.691266246,0,4.717049791,6.412926232,5.767333077,3.485384116,5.851130486,4.194915384,2.879214592,6.542063492,0,5.397480742,4.907406139,6.341036945,7.008926923,4.300596469,6.666251757,6.425358942,5.970815244,4.882340403,0.997084188,5.213232548,4.645462571,3.163450109,4.543501559,6.492695943,0,1.579080678,0,0,0.985974544,5.158545364,3.159092411,5.116282414,0.994491946,0.926970101,6.343471574,6.107031002,6.211958441,6.57141268,0,4.880975447,4.050482145,3.533241626,4.889926473,6.153099848,0,0,0,7.404269015,5.591824878,1.06650926,1.622417696,0,0.971080947,5.06540076,0,4.982027813,6.416755827,5.697886207,4.88468265,1.004625364,8.0013644,1.038798436,4.002748404,6.531461227,6.621403423,7.300212428,6.138074113,7.168473839,0,5.561404448,6.093641501,4.887727184,7.601862235,7.57951688,5.464038629,7.216088881,0,5.929036395,5.814765596,0,4.00914867,7.341928247,5.680437184,6.984829386
