ID	Gene.symbol	logFC	P.Value	adj.P.Val
1424051_at	Col4a2	-0.792961460711567	0.00091079567421692	0.0512191966369792
1451335_at	Plac8	-2.51491701060853	0.000932277249206912	0.0520379161095061
1456060_at	Maf	1.89910409701734	0.000985653269090565	0.0539489661277349
1439022_at	Phactr1	1.14590058378661	0.000995422941521215	0.053959819814361
1460011_at	Cyp26b1	2.26552882216672	0.00104246470967989	0.0549897086213713
1425793_a_at	Rorc	0.974364272467028	0.00106874047519707	0.0554037519216816
1415818_at	Anxa6	-0.958571307607013	0.00108043532256919	0.0554365341105721
1439680_at	Tnfsf10	0.936333991151647	0.00113736169474505	0.0568063674359872
1456422_at	Dennd5b	1.16027170164316	0.0011821751885506	0.0579918014498205
1451506_at	Mef2c	0.965601250199157	0.00120336318929803	0.0586861634892324
1449106_at	Gpx3	0.500895440884322	0.0012036807539518	0.0586861634892324
1455080_at	Ppp1r16b	1.34593859514554	0.00127638462386373	0.0608522441024083
1459913_at	Tnfsf10	1.01422559922463	0.00131800484556124	0.0622443314551386
1455792_x_at	Ndn	0.617992767567666	0.00158841693039629	0.069305828755306
1423413_at	Ndrg1	1.26238055511127	0.00159676618955691	0.06938005943211
1433781_a_at	Cldn12	0.449618753473388	0.0017004588847041	0.0717957826146173
1426712_at	Slc6a15	0.952966465383751	0.00175367581580603	0.0725619568519886
1453622_s_at	Mllt3	0.876515459195968	0.00177819127643	0.073040259342686
1449858_at	Cd86	-0.742757836907257	0.00179607542592479	0.0733739110368059
1454758_a_at	Tsc22d1	0.89621517428839	0.00180021998846711	0.0734766712215885
1417236_at	Ehd3	1.68194658807917	0.00194799850846375	0.0767307255285797
1448876_at	Evc	1.0079546732711	0.00202489375034724	0.0786604074370465
1426063_a_at	Gem	1.53380471370205	0.00203290840455639	0.0788359432105742
1425162_at	Rorb	0.815890386752451	0.00213688623535676	0.0811719727318579
1434503_s_at	Lamp2	0.435723870003368	0.00214421655924272	0.0811975743395514
1425483_at	Tox	1.2992031436143	0.00225006410949753	0.0841055746662991
1425742_a_at	Tsc22d1	0.629428049125917	0.00249244673659895	0.08844924061365
1435383_x_at	Ndn	0.492721102868671	0.0025435275084632	0.0889268481854253
1423909_at	Tmem176a	0.634652997729582	0.00260323945513033	0.0898450738137699
1429205_at	Mllt3	0.9046672686988	0.0026054774388969	0.0898450738137699
1417129_a_at	Meis2	0.994974345405707	0.00263720994350849	0.0905181169422957
1422206_at	B3galt1	0.49068309606384	0.00289774955742049	0.0952561244819399
1435893_at	Vldlr	1.45916272931093	0.00301620422761891	0.0979966218341846
1416895_at	Efna1	1.36191338490038	0.00304458403353084	0.0985034322067964
1427645_a_at	Il1rapl2	0.904894278535272	0.00314399200928307	0.100351863843366
1451353_at	Tm6sf1	-0.916685523764039	0.00315616327740451	0.100435757356596
1416590_a_at	Rab34	0.647174944192086	0.00331693337875819	0.102745200766053
1452387_a_at	Amotl2	1.13120426999242	0.00335981533638616	0.103570154655153
1440220_at	Ocln	0.802932896167458	0.00340685743255975	0.104016094541627
1450136_at	Cd38	0.913336677218352	0.00342874325408154	0.104134511449382
1433531_at	Acsl4	0.741573826470194	0.00348461917215671	0.10484310159002
1418219_at	Il15	-0.974748857259097	0.00357356182637096	0.106103496992203
1415923_at	Ndn	0.600830838188839	0.00394315778732988	0.111498657909947
1457824_at	Plscr1	1.76555447773992	0.00410325342377671	0.113743597213124
1448395_at	Sfrp1	0.789464932795333	0.00416833182234542	0.114841743139646
1445318_at	Klhl4	1.3334594385105	0.0042816554940441	0.116237665087417
1437853_x_at	Ndn	0.526564080279988	0.0042861739725257	0.116237665087417
1448330_at	Gstm1	0.611439498592413	0.00436319103084861	0.117012036306283
1439364_a_at	Mmp2	-1.54997341245094	0.00440316786573497	0.117480784079037
1437155_a_at	Wwtr1	0.776372465525912	0.00450549325690225	0.118997736764497
1440091_at	Meis2	0.960696426739448	0.00466496332217549	0.121101060776771
1427000_at	Hnf4a	-0.578724139232571	0.00492804864097399	0.12451536232861
1451612_at	Mt1	0.612006064824454	0.00499103929088053	0.124778748923505
1419206_at	Cd37	-0.776885547052812	0.0051891179098599	0.127122857905691
1416072_at	Cd34	-0.992122983371134	0.00533357770182634	0.129327789209715
1416136_at	Mmp2	-1.00284495784159	0.00535100465514418	0.129541417580063
1438320_s_at	Mcm7	-0.56596290681907	0.00536136991920793	0.129562707309341
1439925_at	Tm4sf1	1.17889668802846	0.0054373724759221	0.130102090639393
1428267_at	Dhx40	1.09279447383889	0.0055823506994662	0.132133164880776
1450079_at	Nrk	-1.28560815121583	0.00580681816485152	0.134235420836991
1447861_x_at	Meis2	1.03386028647399	0.00585599870909659	0.134681997847509
1425571_at	Slamf1	0.67153393732714	0.00591707268351652	0.135270059046757
1415897_a_at	Mgst1	-1.35293135063811	0.00624326781195722	0.138982044218698
1416031_s_at	Mcm7	-0.509203896554888	0.00628373985716883	0.139408387497159
1460509_at	B3galt1	1.77419033848028	0.00642515803000816	0.140738733516949
1416007_at	Satb1	-0.766756595484922	0.00649097011976113	0.140975999452283
1454971_x_at	Tsc22d1	0.478630185373969	0.00665894941714419	0.142943968425807
1430521_s_at	Cpne8	1.02805048621511	0.00693417188189467	0.145544650466971
1449741_at	Dsg2	0.469176908178522	0.00731079368477927	0.149614244662836
1439045_x_at	Tc2n	0.949754281817469	0.00780183855934485	0.155626148104826
1442169_at	Vldlr	1.39641754472624	0.00794094083191044	0.157012000201663
1418262_at	Syk	-0.611910474643855	0.00801220612626003	0.157481317067942
1421095_a_at	Trpc1	0.417366120745439	0.00893992640822684	0.166713632991908
1433899_x_at	Tsc22d1	0.454898112333439	0.00928333234811369	0.170198200094421
1436182_at	Satb1	-0.67554612929129	0.00958688840351813	0.173645885095209
1416416_x_at	Gstm1	0.502243135402674	0.0101744863845887	0.179389957166277
1416130_at	Prnp	0.805309805083167	0.0106187696233932	0.18225552248852
1455683_a_at	Tbc1d8	0.84855364655175	0.0109448317063102	0.184733838476309
1420160_s_at	Myo1e	0.462947370954509	0.0112113035742	0.187022375956694
1422537_a_at	Id2	0.527254517688416	0.0113512674268119	0.187822343520651
1416008_at	Satb1	-1.04112523304793	0.0115455039167745	0.189212853252343
1438942_x_at	Tgm2	0.326700725657258	0.0125872788716684	0.196636403109978
1425736_at	Cd37	-0.610131420677606	0.0126391179936126	0.196903924224498
1424852_at	Mef2c	0.429747223958925	0.0127911617422035	0.197695971796352
1441994_at	Pcdhb16	1.37555841369326	0.0128731312662711	0.198289307800577
1435382_at	Ndn	0.382684181275492	0.013143137033214	0.200974336905394
1438620_x_at	Sfrp1	0.395568835456488	0.0134239642026867	0.202966402484497
1440310_at	Runx1t1	2.02439792483112	0.0134944888325249	0.203414084503912
1437619_x_at	Ddr1	0.371532052802926	0.0135057716421854	0.203516139937922
1450299_at	Chrna7	-0.334724087058938	0.014227257685472	0.208467689692161
1421027_a_at	Mef2c	0.743718075990568	0.0149123187590864	0.213511266143986
1418718_at	Cxcl16	0.3420676028399	0.0158179891514678	0.220593079253214
1425569_a_at	Slamf1	0.789905875534303	0.0158486664965297	0.220702153146042
1455799_at	Rorb	1.26124563361022	0.0160168741837478	0.221475240188874
1417756_a_at	Lsp1	-0.343075612907462	0.0163969872035973	0.223614227052839
1419097_a_at	Stom	0.418046169101864	0.0166224170701575	0.224988269654163
1441358_at	Pcdhb16	0.508988744796122	0.0169644642919584	0.227094722130964
1426319_at	Pdgfd	0.691576101073041	0.0179963180732099	0.232765110817276
1451156_s_at	Vldlr	0.371679844140757	0.0181701310349367	0.234073430393224
1423422_at	Asb4	0.369930392076153	0.0189252656018481	0.239102204000356
1450803_at	Ntf3	0.317001673687169	0.0190697653548243	0.240040604875225
1447694_x_at	Neo1	0.567296846450239	0.0193527886781873	0.241580437911688
1416030_a_at	Mcm7	-0.537695408064378	0.0198899295175306	0.245591026154063
1418464_at	Matn4	1.32120833525387	0.0210981655733229	0.25315833202767
1439449_at	Satb1	-0.301372781064192	0.0213974068108944	0.254629019242864
1444073_at	Maf	0.693199607653604	0.0214854636296743	0.255205661090846
1448558_a_at	Pla2g4a	0.276601999180306	0.0222865193035381	0.260535071827079
1445413_at	Bmpr1a	0.402583986185935	0.0230394415959704	0.265161201826871
1425783_at	Tc2n	0.281128686122827	0.0232709742749659	0.266246628811577
1451501_a_at	Ghr	0.985675871711165	0.0234111712941715	0.26668803312529
1431416_a_at	Jam2	0.81753534960017	0.0284544013335687	0.292795335282975
1419538_at	Flt3	-0.82423647792043	0.0285526354215684	0.293091450897172
1441811_x_at	Tmem176a	0.55265987087544	0.028711784142169	0.293713721937368
1421375_a_at	S100a6	0.684820730788002	0.0287574061288512	0.293901602949766
1443974_at	Plcl1	0.31615931816491	0.0295332473234316	0.297780242748779
1416066_at	Cd9	0.406439717264675	0.0316216193060263	0.30775405569667
1415904_at	Lpl	1.11742680194766	0.033414724498359	0.316007022352797
1449885_at	Tmem47	0.688526064714658	0.0351913040443222	0.324838928305971
1415798_at	Ddr1	0.235878155034456	0.0382370578024802	0.33867430163976
1420159_at	Myo1e	0.520991279395112	0.0396816126481335	0.343838695877708
1446520_at	Il1rapl2	1.14997370862872	0.0441405607420096	0.363563697691932
1439382_x_at	Ddr1	0.328551138507455	0.0455098390291905	0.368855038316417
1431056_a_at	Lpl	0.357415777655598	0.0475624008171549	0.375627558690121
1443665_at	Dennd5b	0.38472953960417	0.0507723195377031	0.387279242007316
1450977_s_at	Ndrg1	0.499779823105361	0.0511305681812899	0.388557750745953
1444009_at	Rassf4	-0.394145165413098	0.0520888036060965	0.391911732447775
1426389_at	Camk1d	-0.365939677983012	0.0536989997518512	0.396909098576403
1448069_at	Tm4sf1	0.21561548126004	0.0544041275697697	0.399580631408006
1438910_a_at	Stom	0.358121748898327	0.0556580817203063	0.405007283586243
1440789_at	Neo1	1.27907559164483	0.0592234054366921	0.417675497826466
1415797_at	Ddr1	0.233743745269913	0.0597577535851582	0.419606795024789
1451838_a_at	Tc2n	0.335337813772333	0.068320500139414	0.445497496711545
1443657_at	Fhdc1	0.5857980243809	0.0711063068840514	0.453897640001865
1439353_x_at	Tmem56	0.196855939033483	0.072582130931428	0.457667018535675
1431417_at	Jam2	0.607582441033677	0.0726307672296444	0.457772290405662
