Genes,Bersenev_GSE39553n_DE_YOn.csv, Chambers_GSE6503_YOn.csv, Flach_GSE48893_YOn.csv, Grover_GSE70657_DE_OY.csv, Kirshner_GSE87631_DE_OY.csv, Kowalczyk_GSE59114_DE_OY.csv, Lazare_DE_YO.csv, Mann_GSE1004426_DE_OY.csv, Maryanovich_GSE109546_DE_YO.csv, Norddahl_GSE27686_DE_YOn.csv, Sun_GSE47817_DE_YO.csv, Wahlestedt_GSE44923_DE_YOn.csv
Abca4,0.7169310254, 0.0, 0.0, 0.0, 0.3360827114, 0.0, 0.8285224556, 0.0, 2.5110186125, 2.4725151876, 1.6250882603, 1.6440974853
Mmp2,-0.7106074313, -3.99846686265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.5871926163, 0.0, -1.5272331478, -1.73826379825
Arhgap29,0.7097074236, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8107649811, 1.3229887576, 1.0437029266, 1.0356471153
Lsp1,-0.7043316966, 0.0, 0.0, 0.0, 0.0, -0.6133604625, 0.0, 0.0, -0.4837287677, 0.0, -0.3998405369, 0.0
Arhgap30,-0.6970406304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5031177562, -1.38284727, -1.0573503963, -1.005211433
Slc28a2,-0.692715825, 0.0, 0.0, 0.0, 0.0, -0.2982741165, 0.0, 0.0, -0.6448263465, 0.0, -0.8397034891, 0.0
Arhgef28,0.6912001394, 0.0, 0.90039719195833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9844613676999999, 0.0, 1.1732310991
Slamf1,0.6584869767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0239132311, 1.0800487712, 0.9972205941, 0.8820146034
Phactr1,0.6568645362, 0.0, 0.0, 0.0, 0.0, 0.2938717902, 0.0, 0.0, 0.0, 1.7721542095, 0.0, 0.0
Npdc1,0.6553677807, 0.0, 0.0, 0.0, 0.0, 0.3728385986, 0.0, 0.0, 1.4091624617, 0.7175837068, 0.7821723312, 0.0
Tnfsf10,0.6546003648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.567190951, 0.0, 0.9274317987, 0.8822281911
Ndrg1,0.6465034444, 1.3605917864333332, 0.0, 0.5113995635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9701151052333333, 0.0, 0.73398365935
Cd9,0.6414437931, 2.2237115403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7537027878, 0.0, 0.5471423587, 0.0
Pla2g4a,0.632782084, 1.5372704033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6422258736, 0.0, 0.4475567467, 0.0
Abat,0.5987241129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7404109815, 1.7596914613, 1.3776273635, 1.8606733092
Col4a2,-0.5819152328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.2215729601, 0.0, -1.1325427761, -1.0865925186
Abcb1b,0.5710012587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8177557232, 1.252703384, 0.5267033356, 1.1294681773
Dhx40,0.5636557927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3335292286, 0.0, 0.826659159, 1.0286780672
Dennd5b,0.5618404843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9304632933, 1.9939239544, 0.6892704857, 1.4927344578
Evc,0.5363473574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1685953841, 0.0, 0.8033431052, 0.9770756079
Trpc6,0.4854405363, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4456798912, 0.6781905583, 0.5750145708, 0.0
Tsc22d1,0.4761904615, 0.11382020416666656, 0.0, 0.0, 0.0, 0.4998557354, 0.0, 0.0, 0.9125764879, 0.0, 0.6946051887, 0.0
Sult1a1,0.0, 3.7880321143, 0.0, 1.4446321878, 0.0, 1.7159414442, 0.0, 1.1257416267, 0.0, 2.8481873983, 0.0, 2.0188866987
Slc14a1,0.0, 2.0403074406, 0.697427719908328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6509811912, 0.0, 0.4469087509, 0.0
Anxa6,0.0, -3.8807249587, 0.0, 0.0, 0.0, -0.4286156366, 0.0, 0.0, -1.412204354, 0.0, -1.0487629282, -1.05639125195
Sdpr,0.0, 4.7450359524, 0.0, 1.3590726067, 0.0, 0.4650856756, 0.0, 0.3821540255, 0.0, 2.374700145533333, 0.0, 1.955498965033333
Ghr,0.0, 2.1754744276, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9849678201, 1.2245988529, 1.0769061406, 1.3548150291
Lgals1,0.0, -3.6475984318, -1.48684689528334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.98749289055, 0.0, -1.40384468975
Mef2c,0.0, 1.4423681264, 0.60996027781666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4193222998, 0.9633944586000001, 0.5878021373, 0.0
Cytip,0.0, 1.8723759763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8267959627, 1.0253719705, 1.0011113865, 0.7520230432
Efna1,0.0, 1.6112084366, 0.0, 0.0, 0.0, 0.5907907925, 0.0, 0.0, 1.4519566789, 0.5998885412, 1.0213190245, 0.9493140434
Ndn,0.0, 0.7978955625333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.771888284, 0.0, 0.8747148427, 0.7006104939
,0.0, -1.6456106604590908, -0.618485425141668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20389906481428582, 0.0, 0.8303698225562501
Satb1,0.0, -1.3371577624, -0.948882525750002, -0.4835062938, 0.0, 0.0, 0.0, 0.0, -1.378937256, 0.0, -1.1369586357, -2.0064053481
Sell,0.0, 1.0218645874, -1.09082765653333, -0.3702909864, 0.0, 0.0, 0.0, 0.0, 0.0, -1.8857765950999998, 0.0, 0.0
Klrb1b,0.0, -0.5095661494, 0.0, 0.0, 0.0, 0.6828865088, 0.0, 0.0, 0.0, 0.0, 1.9500483499, 0.0
Plscr1,0.0, 1.3377934581500002, 0.0, 0.0, 0.0, 0.0, 0.8979035646, 0.574496069, 1.0918935491, 1.13014548845, 0.882167166, 0.0
Tm4sf1,0.0, 3.9126206755, 0.0, 0.0, 0.0, 0.2751157552, 1.4182466444, 0.4049255222, 4.2294468274, 3.3329366197, 2.6214102234, 3.497414034
Mllt3,0.0, 2.186890075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6746782169, 0.5790219563, 0.9916927002
Mcm7,0.0, -2.1177720623500003, -0.687330570700004, 0.0, 0.0, -0.6089664108, 0.0, 0.0, 0.0, -0.6998799995, -0.4719067505, 0.0
Gstm7,0.0, 1.0023854975, 0.0, 0.0, 0.0, -0.2513598938, 0.0, 0.0, 1.0301489234, 0.0, 0.931635042, 0.0
Alcam,0.0, 2.58737823445, 1.30371439937916, 0.0, 0.0, 0.0, 1.2382464975, 0.3187260456, 1.2063203063, 1.530448601125, 1.4538826547, 1.5408075077666668
Perp,0.0, 2.8773810273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3668136896, 1.6117223067, 1.7083910029, 1.7862786084
Anxa2,0.0, -0.8728777674, -1.00059944449167, 0.0, 0.0, -0.4705228737, 0.0, 0.0, -0.710140156, 0.0, 0.0, 0.0
Thbd,0.0, 1.7804019404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4993421948, 0.9603834787, 0.843667042, 1.2543653208
Oxr1,0.0, 1.27846194, 0.0, 0.0, 0.0, 0.5650202259, 0.0, 0.0, 0.0, 1.3241114231, 0.0, 1.210012099
Gstm1,0.0, 0.7266871135, 0.0, 0.8396888241, 0.0, 0.0, 0.0, 0.0, 0.5301227544, 0.0, 0.684383755, 0.0
Lamp2,0.0, 2.6069178751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6135927265, 0.82261479455, 0.9888436052, 0.7161448176
Dnmt3b,0.0, -1.9889898379, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7559176256, -1.0583073911, -0.5812056199, 0.0
Cntn1,0.0, 2.3454013386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.5582669666, 2.7701100368, 3.0835573808, 2.4678104652
Btg2,0.0, -2.6144239528, 0.0, 2.1310988995, 1.7871709108, 0.5115632364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Ctss,0.0, 1.4825090429, -1.48982933516667, 0.0, 0.0, 0.0, 0.0, 0.0, -0.9164153672, -1.793884127, 0.0, 0.0
Acsl4,0.0, 1.7787592595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4266947848, 1.0929495193, 0.4970320334, 0.0
Muc13,0.0, 0.7795335813, 0.592644506333327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4652894833, 0.65854236975, 0.0, 0.0
Cyb561,0.0, 3.045017638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6967878145, 1.7530671354, 1.0453298447, 1.6392377002
Socs2,0.0, 0.0, -1.67289741101667, -0.6813394198, 0.0, 0.0, 0.0, 0.0, -1.8254172549, 0.0, -1.4887642315, 0.0
Mamdc2,0.0, 0.0, -1.11722637108334, 0.0, 0.0, -0.5133674617, 0.0, 0.0, 0.0, -0.811970395, 0.0, -0.8149997931
Gda,0.0, 0.0, 1.283180305875, 0.0, 0.0, 0.0, 0.0, 0.7030035224, 0.0, 2.6117299179000004, 0.0, 1.8010349547
Mlec,0.0, 0.0, -0.667645177008341, -0.7183619955, 0.0, 0.0, 0.0, 0.0, -0.5266646281, -0.7718668677333334, 0.0, 0.0
